objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
"Sütisuli","300085","0","0","0","1","0","0","0","0","0","0","0","3","","18-3","","","","75719765","5.62928","6.71667","1.2222","7998","739","thing","Cupcake Academy","2","4","10","10","10","2020","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","Blue Orange (EU); Gém Klub Kft.","Hungarian","2020","Hungarian edition"
"Sutter's Mill: California Gold Rush of 1849","37739","0","0","0","1","0","0","0","0","0","0","0","3","","64-1","","","","58337617","5.60079","6.13393","2.5","9177","984","thing","Sutter's Mill: California Gold Rush of 1849","2","4","60","60","60","2008","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","Mayfair Games; Phalanx Games B.V.","English","2008","English edition"
"A suttogó rengeteg","411402","0","0","0","1","0","0","0","0","0","0","0","3","","64-3","","","","135654926","5.91155","7.66706","2.125","3709","1379","thing","Whispering Woods","1","4","40","40","25","2025","1,2,3,4","1,2","8","No necessary in-game text","","","","","","standalone","","Reflexshop","Hungarian","2025","Hungarian edition"
"Sweet & Spicy","355737","0","0","0","1","0","0","0","0","0","0","0","3","","07-4","","","","93364997","5.66231","6.81399","1.3333","7042","1011","thing","Sweet & Spicy","2","6","15","15","15","2022","2,3,4,5,6","4,5","6+","","","","","","","standalone","","Gém Klub Kft.","Hungarian","2022","Hungarian edition"
"Swordcrafters","243994","0","0","0","1","0","0","0","0","0","0","0","3","","26-3","","","","127896363","5.64297","6.4209","1.3333","7559","801","thing","Swordcrafters","1","5","30","30","20","2018","2,3,4","3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Adam's Apple Games, LLC","English","2018","English edition"
"Sylla","35761","0","0","0","1","0","0","0","0","0","0","0","3","","78-1","","","","53620164","6.08772","6.71263","3.1094","2675","3725","thing","Sylla","3","4","90","90","60","2008","2,3,4","4","14+","No necessary in-game text","","","","","","standalone","","Rio Grande Games; Ystari Games","English","2008","Rio Grande English edition"
"Szabadulj kvíz","328218","0","0","0","1","0","0","0","0","0","0","0","3","","15-1","","","","85197365","0","5.85","0","0","16","thing","Szabadulj kvíz","2","6","60","60","60","0","","","","","","","","","","standalone","","Piatnik","Hungarian","0","Hungarian edition"
"Szabadulópakli: Időpróba","218311","0","0","0","1","0","0","0","0","0","0","0","3","","14-4","","","","63873443","6.08305","6.54862","1.5902","2694","4819","thing","Deckscape: Test Time","1","6","90","90","30","2018","1,2,3,4","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Gém Klub Kft.","Hungarian","2018","Hungarian edition"
"Szabadulópakli: London végórái","230498","0","0","0","1","0","0","0","0","0","0","0","3","","14-4","","","","108823537","5.82118","6.15302","1.9737","4491","3995","thing","Deckscape: The Fate of London","1","6","60","60","60","2019","1,2,3,4","2,3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Gém Klub Kft.","Hungarian","2019","Hungarian edition"
"Székely Gazdálkodó","261322","0","0","0","1","0","0","0","0","0","0","0","3","","36-1","","","","54699745","0","3.33333","1","0","9","thing","Székely Gazdálkodó","2","6","75","75","45","2012","","","","","","","","","","standalone","","S.C. Gyopár SRL","English; German; Hungarian; Romanian","2012","English/German/Hungarian/Romanian edition"
"Szellemek Szigete","162886","0","0","0","1","0","0","0","0","0","0","0","3","","84-4","","","","66156339","8.14141","8.34003","4.0758","11","94466","thing","Spirit Island","1","4","120","120","90","2019","1,2,3,4","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Gém Klub Kft.","Hungarian","2019","Hungarian edition"
"Szellemtinta: Üzenetek a túlvilágról","330592","0","0","0","1","0","0","0","0","0","0","0","3","","13-3","","","","137114991","6.49092","7.39745","1.1739","1329","5238","thing","Phantom Ink","2","8","15","15","10","2023","4,5,6,7,8","4,6","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Gém Klub Kft.","Hungarian","2023","Hungarian edition"
"Szénre fel","143515","0","0","0","1","0","0","0","0","0","0","0","3","","64-2","","","","53665505","6.71284","7.26557","2.5357","873","6300","thing","Coal Baron","2","4","75","75","60","2014","2,3,4","3,4","10+","No necessary in-game text","","","","","","standalone","","Delta Vision Publishing; eggertspiele","Hungarian","2014","Hungarian edition"
"Egy szép új világ","271324","0","0","0","1","0","0","0","0","0","0","0","3","","65-5","","","","95420278","7.39134","7.63436","2.3294","181","29208","thing","It's a Wonderful World","1","5","45","45","45","2020","1,2,3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","Reflexshop; La Boîte de Jeu; Origames","Hungarian","2020","Hungarian edition"
"Szerelmes Levél","277085","0","0","0","1","0","0","0","0","0","0","0","3","","12-5
*IV","","","","135697428","7.17375","7.50559","1.1149","322","29530","thing","Love Letter","2","6","20","20","20","2020","3,4,5,6","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Delta Vision Publishing","Hungarian","2020","Hungarian edition"
"Szerencsekerék","4910","0","0","0","1","0","0","0","0","0","0","0","3","","16-3","","","","71968612","5.33807","4.65769","1.2439","29768","1522","thing","Wheel of Fortune","2","4","60","60","60","2010","2,3,4","3","6+","Unplayable in another language","","","","","","standalone","","Oliver Games","Hungarian","2010","Oliver Games Hungarian second edition"
"Szerencsével ügyesen!","263304","0","0","0","1","0","0","0","0","0","0","0","3","","I. 
","","","","55157038","0","3","0","0","2","thing","Szerencsével ügyesen!","2","4","40","40","20","1980","","","","","","","","","","standalone","","Triál","Hungarian","1980","Hungarian edition"
"Szeszélyes vizeken","379295","0","0","0","1","0","0","0","0","0","0","0","3","","03-3","","","","115028866","5.50125","5.845","1","24803","168","thing","Szeszélyes vizeken","2","4","20","20","20","2022","2,3,4","3","8+","","","","","","","standalone","","Reflexshop","Hungarian","2022","Hungarian edition"
"Szilaj: A titkos küldetés","356421","0","0","0","1","0","0","0","0","0","0","0","3","","24-4","","","","100219464","0","7.83333","0","0","29","thing","Szilaj: A titkos küldetés","2","7","30","30","15","2021","","","","","","","","","","standalone","","Korona Games","Hungarian","2021","Hungarian edition"
"Szilaj: A titkos küldetés – Butch LePray","366374","0","0","0","1","0","0","0","0","0","0","0","3","","24-4","","","","100219472","0","8","0","0","15","thing","Szilaj: A titkos küldetés – Butch LePray","2","7","30","30","15","2021","","","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","Korona Games","Hungarian","2021","Hungarian edition"
"Szilaj: Kalandok Miraderoban","356417","0","0","0","1","0","0","0","0","0","0","0","3","","25-2","","","","100219199","0","8","0","0","17","thing","Szilaj: Kalandok Miraderoban","2","6","60","60","30","2021","","","","","","","","","","standalone","","Korona Games","Hungarian","2021","Hungarian edition"
"Színtahal","359172","0","0","0","1","0","0","0","0","0","0","0","3","","24-4","","","","112026608","5.50875","6.42424","1","22541","88","thing","Tentacolor","2","4","15","15","15","2022","","","","No necessary in-game text","","","","","","standalone","","LOKI; Reflexshop","Hungarian","2022","Hungarian edition"
"Szivárvány történetek","277083","0","0","0","1","0","0","0","0","0","0","0","3","","14-5","","","","127707641","5.50424","5.83333","1","23959","220","thing","Black Stories Junior: Rainbow Stories","2","99","222","222","2","2020","","","8+","","","","","","","standalone","","Reflexshop","Hungarian","2020","Hungarian edition"
"Szkítia fosztogatói","301880","0","0","0","1","0","0","0","0","0","0","0","3","","80-2","","","","96609672","7.0905","7.70154","2.7707","399","12537","thing","Raiders of Scythia","1","4","80","80","60","2020","1,2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Reflexshop","Hungarian","2020","Hungarian edition"
"Szókapocs","300753","0","0","0","1","0","0","0","0","0","0","0","3","","11-4","","","","106950570","6.592","7.20209","1.084","1104","8994","thing","Cross Clues","2","6","10","10","5","2021","2,3,4,5,6","4","8+","Unplayable in another language","","","","","","standalone","","Gém Klub Kft.","Hungarian","2021","Hungarian edition"
"Szókötő","329839","0","0","0","1","0","0","0","0","0","0","0","3","","11-4","","","","87040278","7.23067","7.59383","1.1204","276","19612","thing","So Clover!","3","6","30","30","30","2021","2,3,4,5,6","3,4","10+","Unplayable in another language","","","","","","standalone","","Gém Klub Kft.; Repos Production","Hungarian","2021","Hungarian edition"
"Szörnyparádé","231484","0","0","0","1","0","0","0","0","0","0","0","3","","62-1","","","","83377831","6.43572","7.21475","2.1512","1469","5451","thing","Carnival of Monsters","2","5","45","45","45","2021","3,4,5","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Piatnik","Hungarian","2021","Hungarian edition"
"Szörnyszekrény","43578","0","0","0","1","0","0","0","0","0","0","0","3","","22-4","","","","88243005","5.77688","6.31366","1.0169","5001","2946","thing","Monster Chase","1","6","10","10","10","2013","1,2,3,4,5","3","3–8","No necessary in-game text","","","","","","standalone","","Granna; Scorpion Masqué","Hungarian","2013","Hungarian edition"
"A Szörnysziget királya","350755","0","0","0","1","0","0","0","0","0","0","0","3","","08-1","","","","117269284","6.07581","7.12235","2.3243","2733","3935","thing","King of Monster Island","1","5","60","60","45","2023","1,2,3,4","2,3","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","IELLO; Reflexshop","Hungarian","2023","Hungarian edition"
"Szörnyűző","456186","0","0","0","1","0","0","0","0","0","0","0","3","","05-4","","","","140339942","0","6","0","0","15","thing","Szörnyűző","1","6","25","25","25","2025","","","","","","","","","","standalone","","Private Moon Studios","Hungarian","2025","Hungarian edition"
"Sztorikocka","20545","0","0","0","1","0","0","0","0","0","0","0","3","","16-2","","","","53764635","5.91972","6.21563","1.1104","3658","11877","thing","Rory's Story Cubes","1","12","20","20","20","2012","1,2,3,4,5,6","2,3,4","4+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2012","Gém Klub Hungarian first edition"
"Szunnyadó istenek","255984","0","0","0","1","0","0","0","0","0","0","0","3","","76-3","","","","114757769","7.69642","8.10674","3.2608","69","34672","thing","Sleeping Gods","1","4","1200","1200","60","2022","1,2,3","1,2","12+","Unplayable in another language","","","","","","standalone","","Reflexshop","Hungarian","2022","Hungarian edition"
"Szuper Farmer Extra","17557","0","0","0","1","0","0","0","0","0","0","0","3","","25-5","","","","74751853","5.54845","5.71444","1.1466","13226","3045","thing","Super Farmer","2","6","20","20","20","1943","2,3,4,5,6","4","6+","No necessary in-game text","","","","","","standalone","","Granna","Hungarian","0","Hungarian edition"
"Szupercsapat!","359970","0","0","0","1","0","0","0","0","0","0","0","3","","61-4","","","","116280114","6.66819","7.06679","1.8","956","11030","thing","Challengers!","1","8","45","45","45","2022","2,4,6,8","4,6,8","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","1 More Time Games; Gém Klub Kft.; Z-Man Games","Hungarian","2022","Hungarian edition"
"Szupercsapat! Strandkupa","390340","0","0","0","1","0","0","0","0","0","0","0","3","","61-3","","","","116280128","6.36293","7.69789","2.15","1656","3892","thing","Challengers! Beach Cup","1","8","45","45","45","2023","2,4,5,6,7,8","4,6,8","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Gém Klub Kft.","Hungarian","2023","Hungarian edition"
"Szurdokerdő kalandorai","346205","0","0","0","1","0","0","0","0","0","0","0","3","","64-5","","","","114762095","5.70459","6.56478","2.1818","6100","2331","thing","Explorers of the Woodlands","1","4","60","60","45","2023","1,2,3,4","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","From The Woods Studio; Reflexshop","Hungarian","2023","Hungarian edition"
"Szüret","205045","0","0","0","1","0","0","0","0","0","0","0","3","","25-4","","","","66613897","6.04447","6.81104","1.3824","2892","2243","thing","Avenue","1","10","15","15","15","2017","1,2,3,4,5,6,7,8,9,10","2,4","8+","No necessary in-game text","","","","","","standalone","","Granna","Hungarian","2017","Hungarian first edition"
"Tábortűz","295192","0","0","0","1","0","0","0","0","0","0","0","3","","07-3","","","","122925290","6.1507","6.77078","1","2382","8881","thing","Tinderblox","2","6","15","15","3","2024","2,3,4,5,6","3,4","6+","No necessary in-game text","","","","","","standalone","","Reflexshop","Hungarian","2024","Hungarian edition"
"Tabriz","349369","0","0","0","1","0","0","0","0","0","0","0","3","","26-3","","","","125862769","5.81522","7.25328","2.0256","4541","1473","thing","Tabriz","1","5","60","60","30","2024","1,2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Crafty Games; Reflexshop","Hungarian","2024","Hungarian edition"
"Tabu","1111","0","0","0","1","0","0","0","0","0","0","0","3","","36-3","","","","54254983","6.13977","6.31708","1.1994","2439","27671","thing","Taboo","4","10","20","20","20","2009","4,5,6,7,8,9,10","6,8","10+","Unplayable in another language","","","","","","standalone","","Hasbro","Hungarian","2009","Hasbro Hungarian edition 2009"
"Takenoko","70919","0","0","0","1","0","0","0","0","0","0","0","3","","31-4","","","","53620264","7.05899","7.19798","1.9741","430","76570","thing","Takenoko","2","4","45","45","45","2016","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","asmodee; Gém Klub Kft.","Hungarian","2016","Hungarian edition"
"Taki","13115","0","0","0","1","0","0","0","0","0","0","0","3","","04-2","","","","119277423","5.4973","5.61268","1","25762","600","thing","Taki","2","10","30","30","30","2011","2,3,4,5,6","4","6+","No necessary in-game text","","","","","","standalone","","Shafir Games (המשחקים של חיים שפיר)","English; Hebrew","2011","Shafir Games English/Hebrew edition 2011"
"Tal der Abenteuer: Die Schatzsuche im Himalaja","25142","0","0","0","1","0","0","0","0","0","0","0","3","","*","","","","128797803","5.55075","5.87622","1.6","12903","719","thing","Tal der Abenteuer: Die Schatzsuche im Himalaja","2","4","45","45","45","2006","2,3,4","2,4","8+","No necessary in-game text","","","","","","standalone","","Parker Spiele","German","2006","German limited edition with extra cards and Spiel der Spiele logo"
"Tales of Glory","246816","0","0","0","1","0","0","0","0","0","0","0","3","","02-2","","","","74883796","5.9967","7.14309","1.931","3149","1922","thing","Tales of Glory","2","5","45","45","30","2018","2,3,4,5","3","8+","No necessary in-game text","","","","","","standalone","","Ankama","English; French","2018","English/French edition"
"Táltosból szalonna","204602","0","0","0","1","0","0","0","0","0","0","0","3","","04-5","","","","84850482","5.72728","6.81875","1.7727","5700","2399","thing","Kill The Unicorns","3","6","45","45","25","2020","3,4,5,6","4,5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Reflexshop","Hungarian","2020","Hungarian edition"
"A Táncegyüttes","458281","0","0","0","1","0","0","0","0","0","0","0","3","","06-4","","","","139681480","0","0","0","0","3","thing","A Táncegyüttes","2","5","0","0","0","0","","","","","","","","","","standalone","","Korona Games","Hungarian","0","Hungarian edition"
"Targui","202","0","0","0","1","0","0","0","0","0","0","0","3","","I. ","","","","53620277","5.71589","6.40976","2.3871","5900","1822","thing","Targui","2","4","120","120","120","1987","3,4","4","12+","No necessary in-game text","","","","","","standalone","","Jumbo","German","1987","German first edition"
"Társasház","320099","0","0","0","1","0","0","0","0","0","0","0","3","","14-1","","","","74754318","0","6.8","0","0","33","thing","Társasház","3","5","45","45","30","2020","","","","","","","","","","standalone","","Keller & Mayer","Hungarian","2020","Hungarian edition"
"Tatsu","181811","0","0","0","1","0","0","0","0","0","0","0","3","","51-2","","","","53765509","5.76335","6.69264","1.6875","5177","1340","thing","Tatsu","2","2","45","45","30","2016","2","2","8+","No necessary in-game text","","","","","","standalone","","Gen42 Games","English","2016","Gen42 English first edition"
"Tavernák Tiefenthalban","269207","0","0","0","1","0","0","0","0","0","0","0","3","","78-2","","","","87041546","7.27682","7.57371","2.6917","249","28671","thing","The Taverns of Tiefenthal","2","4","60","60","60","2021","2,3,4","2,3","10+","No necessary in-game text","","","","","","standalone","","Compaya.hu: Gamer Café Kft.","Hungarian","2021","Hungarian edition"
"Tea 2 főre","294448","0","0","0","1","0","0","0","0","0","0","0","3","","55-4","","","","84847332","5.80123","6.54416","1.4815","4708","3016","thing","Tea for 2","2","2","30","30","20","2020","2","2","8+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.; Space Cowboys","Hungarian","2020","Hungarian edition"
"Tea Time Crime","382304","0","0","0","1","0","0","0","0","0","0","0","3","","32-4","","","","113246984","5.52593","6.60154","1.8","17324","128","thing","Tea Time Crime","2","4","45","45","30","2023","","2","","No necessary in-game text","","","","","","standalone","","Piatnik","Czech; French; German; Hungarian; Polish; Slovak","2023","Multilingual edition"
"A tea titka","422042","0","0","0","1","0","0","0","0","0","0","0","3","","77-3","","","","134572808","6.25299","7.57607","3.0127","1989","2899","thing","Tea Garden","2","4","120","120","90","2025","2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","Reflexshop","Hungarian","2025","Hungarian edition"
"Télirevaló","281417","0","0","0","1","0","0","0","0","0","0","0","3","","04-4","","","","84246495","5.5021","5.54951","1.0714","24563","687","thing","Hoarders","3","6","15","15","10","2019","3,4,5,6","6","6+","","","","","","","standalone","","Granna","Hungarian","0","Hungarian edition"
"Terra Mystica: Big Box","181289","0","0","0","1","0","0","0","0","0","0","0","3","","82-3","","","","53665703","6.00885","8.5335","4","0","1192","thing","Terra Mystica: Big Box","2","5","150","150","60","2015","2,3,4,5","3,4","14+","No necessary in-game text","","","","","","standalone","","Feuerland Spiele; Korea Boardgames","German; Korean","2015","German/Korean first edition"
"Terra Mystica: Találmányok kora","383179","0","0","0","1","0","0","0","0","0","0","0","3","","82-3","","","","116678315","7.75091","8.48147","4.2646","54","10648","thing","Age of Innovation","1","5","200","200","40","2023","1,2,3,4,5","4","14+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2023","Hungarian edition"
"Terra Nova","20022","0","0","0","1","0","0","0","0","0","0","0","3","","63-2","","","","53620280","5.91727","6.45154","2.2744","3674","2775","thing","Terra Nova","2","4","45","45","45","2006","2,3,4","2","10+","No necessary in-game text","","","","","","standalone","","Competo / Marektoy; Winning Moves Germany","Finnish; Swedish","2006","Finnish/Swedish edition"
"Tesla vs. Edison: War of Currents","132544","0","0","0","1","0","0","0","0","0","0","0","3","","80-1","","","","54878141","5.98907","6.68144","3.243","3193","3757","thing","Tesla vs. Edison: War of Currents","2","5","90","90","90","2015","3,4,5","4","14+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Artana","English","2015","English first edition"
"Texas Holder","1115","0","0","0","1","0","0","0","0","0","0","0","3","","05-1","","","","53578630","6.45816","6.71121","2.4305","1407","11604","thing","Poker","2","10","60","60","60","1810","3,4,5,6,7,8,9","5,6","12+","No necessary in-game text","","","","","","standalone","","Prime Promotion","German","0","Prime Promotion XXXLutz Promo Tin Box Edition"
"Tezamen","321953","0","0","0","1","0","0","0","0","0","0","0","3","","56-1","","","","88331599","0","5","0","0","11","thing","Tezamen","2","2","15","15","15","2020","","","","","","","","","","standalone","","Keller & Mayer","Hungarian","2020","Hungarian edition"
"That's Not a Hat","375651","0","0","0","1","0","0","0","0","0","0","0","3","","06-4","","","","127895142","6.57199","7.00906","1.0569","1141","13233","thing","That's Not a Hat","3","8","15","15","15","2023","4,5,6,7,8","5","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Through the Ages: A New Story of Civilization","182028","0","0","0","1","0","0","0","0","0","0","0","3","","84-2","","","","53665731","8.02097","8.25384","4.4406","16","39689","thing","Through the Ages: A New Story of Civilization","2","4","120","120","120","2015","2,3,4","3","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Czech Games Edition; Eagle-Gryphon Games","English","2015","English edition"
"Thunder Road: Vendetta","342070","0","0","0","1","0","0","0","0","0","0","0","3","","27-1","","","","135654725","7.28813","7.90918","1.9855","242","11339","thing","Thunder Road: Vendetta","2","4","75","75","45","2025","2,3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Gém Klub Kft.; Restoration Games","Hungarian","2025","Hungarian edition"
"Thunder Road: Vendetta – Még több skuló","355996","0","0","0","1","0","0","0","0","0","0","0","3","","27-1","","","","135654709","5.65881","8.11935","1","0","1562","thing","Thunder Road: Vendetta – Extra Ammo Mini-Expansion Pack","2","4","75","75","45","2025","2,3,4","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","Gém Klub Kft.; Restoration Games","Hungarian","2025","Hungarian edition"
"Thunder Road: Vendetta – Sufnituning","347976","0","0","0","1","0","0","0","0","0","0","0","3","","27-1","","","","135654720","5.90146","8.42514","2","0","2470","thing","Thunder Road: Vendetta – Choppe Shoppe","2","4","75","75","30","2025","3,4","3,4","8+","","","","","","","expansion","","Gém Klub Kft.; Restoration Games","Hungarian","2025","Hungarian edition"
"Thurn und Taxis","21790","0","0","0","1","0","0","0","0","0","0","0","3","","58-3","","","","53620302","6.9099","7.09193","2.2569","603","24210","thing","Thurn and Taxis","2","4","60","60","60","2006","2,3,4","3,4","10+","No necessary in-game text","","","","","","standalone","","Hans im Glück","German","2006","German first edition"
"Tibet","25142","0","0","0","1","0","0","0","0","0","0","0","3","","34-1","","","","53620309","5.55075","5.87622","1.6","12903","719","thing","Tal der Abenteuer: Die Schatzsuche im Himalaja","2","4","45","45","45","2007","2,3,4","2,4","8+","No necessary in-game text","","","","","","standalone","","Parker Spiele","Czech; Hungarian; Polish; Russian; Slovak","2007","Multilingual edition"
"Tick Tack Bumm: Vibrations","331541","0","0","0","1","0","0","0","0","0","0","0","3","","08-2","","","","91376815","0","6.75","0","0","40","thing","Tick Tack Bumm: Vibrations","3","8","25","25","25","2020","","","","","","","","","","standalone","","","","",""
"Tick... Tack... Bumm: Láncreakció","295124","0","0","0","1","0","0","0","0","0","0","0","3","","10-2","","","","88685841","0","5.22727","1","0","38","thing","Pass the Bomb: Chain Reaction","3","12","15","15","15","2019","","","","","","","","","","standalone","","Piatnik","Hungarian","2019","Hungarian edition"
"Tick... Tack... Bumm: Party Edition","63052","0","0","0","1","0","0","0","0","0","0","0","3","","10-2","","","","88686404","5.56146","5.99785","1.0833","11842","1031","thing","Pass the Bomb: Party Edition","2","12","25","25","25","2007","4,5,6,7,8,9,10,11,12","7,8,9,10","10+","Unplayable in another language","","","","","","standalone","","Piatnik","Hungarian","0","Hungarian edition"
"Tick... Tack... Bumm! Junior","15383","0","0","0","1","0","0","0","0","0","0","0","3","","23-2","","","","128693972","5.53259","6.02582","1.125","15771","476","thing","Pass the Bomb Junior","2","12","30","30","15","2011","","","5+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Piatnik","Hungarian","2011","Hungarian Disney edition"
"Ticket to Ride","9209","0","0","0","1","0","0","0","0","0","0","0","3","","59-3","","","","53620974","7.26253","7.38674","1.8211","254","145663","thing","Ticket to Ride","2","5","60","60","30","2012","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","Days of Wonder","English","2012","English edition 2012 with Spiel des Jahres logo"
"Ticket to Ride Map Collection 1: Asia + Legendary Asia","106637","0","0","0","1","0","0","0","0","0","0","0","3","","34-4","","","","53620923","7.05292","7.65346","1.9597","0","16571","thing","Ticket to Ride Map Collection 1: Asia + Legendary Asia","2","6","60","60","30","2011","2,3,4,5,6","4,6","8+","No necessary in-game text","","","","","","expansion","","Days of Wonder","Danish; Dutch; English; Finnish; French; German; Italian; Norwegian; Spanish; Swedish","2011","Multilingual edition 2011"
"Ticket to Ride Map Collection 4: Nederland","147938","0","0","0","1","0","0","0","0","0","0","0","3","","34-4","","","","53620957","6.5359","7.35203","2.1395","0","10189","thing","Ticket to Ride Map Collection 4: Nederland","2","5","60","60","30","2013","3,4,5","4,5","10+","No necessary in-game text","","","","","","expansion","","Days of Wonder","Danish; Dutch; English; Finnish; French; German; Italian; Norwegian; Polish; Spanish; Swedish","2013","Multilingual edition 2013"
"Ticket to Ride Map Collection 6½: Poland","283595","0","0","0","1","0","0","0","0","0","0","0","3","","34-4","","","","67612510","6.005","7.43904","1.75","0","3559","thing","Ticket to Ride Map Collection 6½: Poland","2","4","60","60","30","2022","2,3,4","3,4","5+","No necessary in-game text","","","","","","expansion","","Days of Wonder","Dutch; English; French; German; Italian; Portuguese; Spanish","2022","Multilingual edition"
"Ticket to Ride Map Collection 7: Japan & Italy","288679","0","0","0","1","0","0","0","0","0","0","0","3","","33-4","","","","130702437","6.72128","7.87624","2.0179","0","8619","thing","Ticket to Ride Map Collection 7: Japan & Italy","2","5","60","60","30","2021","2,3,4,5","4","8+","No necessary in-game text","","","","","","expansion","","Days of Wonder","Danish; Dutch; English; Finnish; French; German; Japanese; Norwegian; Portuguese; Spanish; Swedish","2021","Multilingual edition 2021"
"Ticket to Ride: Alvin & Dexter","89848","0","0","0","1","0","0","0","0","0","0","0","3","","34-5","","","","53620358","5.91926","6.50754","1.5634","0","7106","thing","Ticket to Ride: Alvin & Dexter","2","5","50","50","30","2011","3,4,5","4,5","8+","No necessary in-game text","","","","","","expansion","","Days of Wonder","Danish; Dutch; English; French; German; Italian; Japanese; Norwegian; Polish; Spanish; Swedish","2011","Multilingual first edition"
"Ticket to Ride: Europe","14996","0","0","0","1","0","0","0","0","0","0","0","3","","33-4","","","","54163127","7.39675","7.52472","1.9172","176","134575","thing","Ticket to Ride: Europe","2","5","60","60","30","2011","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","Compaya.hu: Gamer Café Kft.; Days of Wonder","Hungarian","2011","Hungarian edition"
"Ticket to Ride: Europe – 15th Anniversary","329841","0","0","0","1","0","0","0","0","0","0","0","3","","34-5","","","","84987729","7.22935","8.1833","1.875","0","14348","thing","Ticket to Ride: Europe – 15th Anniversary","2","5","60","60","30","2021","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","Days of Wonder","Hungarian; Icelandic","2021","Icelandic/Hungarian edition"
"Ticket to Ride: Märklin","21348","0","0","0","1","0","0","0","0","0","0","0","3","","34-4","","","","53666077","6.99862","7.41103","2.2436","491","12161","thing","Ticket to Ride: Märklin","2","5","60","60","30","2006","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","Days of Wonder","English","2006","English first edition"
"Ticket to Ride: New York","253284","0","0","0","1","0","0","0","0","0","0","0","3","","34-4","","","","55286296","6.53137","6.88507","1.2595","1233","17676","thing","Ticket to Ride: New York","2","4","15","15","10","2018","2,3,4","3","6+","No necessary in-game text","","","","","","standalone","","Days of Wonder","English","2018","English edition"
"Ticket to Ride: Nordic Countries","31627","0","0","0","1","0","0","0","0","0","0","0","3","","34-4","","","","53666070","7.3024","7.6235","1.9647","234","24351","thing","Ticket to Ride: Nordic Countries","2","3","60","60","30","2008","2,3","3","8+","No necessary in-game text","","","","","","standalone","","Days of Wonder","English","2008","English edition 2008"
"Tides of Madness","195544","0","0","0","1","0","0","0","0","0","0","0","3","","54-3","","","","53764792","6.27804","6.71701","1.4884","1906","8962","thing","Tides of Madness","2","2","20","20","20","2016","2","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Portal Games","English","2016","English edition"
"Tides of Time","176229","0","0","0","1","0","0","0","0","0","0","0","3","","54-3","","","","53665834","6.31571","6.57551","1.5527","1792","11847","thing","Tides of Time","2","2","20","20","20","2015","2","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Portal Games","English","2015","English first edition"
"Tikal","54","0","0","0","1","0","0","0","0","0","0","0","3","","60-3","","","","53621002","7.10978","7.31809","2.7776","376","28959","thing","Tikal","2","4","90","90","90","1999","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","Ravensburger","French; German; Italian","1999","Ravensburger German/French/Italian first edition"
